lane,source,destination,bytes,status
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-008-henry-1926.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-008-henry-1926\HTML\MDA-008-henry-1926.paper-grade.html,9463,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-008-henry-1926.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-008-henry-1926\JSON\MDA-008-henry-1926.paper-grade.json,34388,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-008-henry-1926.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-008-henry-1926\LOSSLESS_SUMMARY\MDA-008-henry-1926.lossless-summary.md,28828,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-008-henry-1926.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-008-henry-1926\HTML\MDA-008-henry-1926.paper-grade-dashboard.html,12332,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-008-henry-1926.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-008-henry-1926\EXCEL\MDA-008-henry-1926.paper-grade.review.xlsx,15033,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-008-henry-1926.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-008-henry-1926\MARKDOWN\MDA-008-henry-1926.paper-grade.md,5099,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-008-henry-1926.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-008-henry-1926\EXCEL\MDA-008-henry-1926.paper-grade.xlsx,10213,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-009-the-1900-baseline.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-009-the-1900-baseline\CLAIMS\MDA-009-the-1900-baseline.claim-audit.csv,5581,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-009-the-1900-baseline.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-009-the-1900-baseline.paper-grade.html,8716,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-009-the-1900-baseline.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-009-the-1900-baseline\HTML\MDA-009-the-1900-baseline.paper-grade.html,8716,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-009-the-1900-baseline.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-009-the-1900-baseline\JSON\MDA-009-the-1900-baseline.paper-grade.json,20619,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-009-the-1900-baseline.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-009-the-1900-baseline\LOSSLESS_SUMMARY\MDA-009-the-1900-baseline.lossless-summary.md,17352,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-009-the-1900-baseline.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-009-the-1900-baseline\HTML\MDA-009-the-1900-baseline.paper-grade-dashboard.html,11335,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-009-the-1900-baseline.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-009-the-1900-baseline\EXCEL\MDA-009-the-1900-baseline.paper-grade.review.xlsx,15275,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-009-the-1900-baseline.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-009-the-1900-baseline\MARKDOWN\MDA-009-the-1900-baseline.paper-grade.md,4214,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-009-the-1900-baseline.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-009-the-1900-baseline\EXCEL\MDA-009-the-1900-baseline.paper-grade.xlsx,10514,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-010-pre-modern-baseline.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-010-pre-modern-baseline\CLAIMS\MDA-010-pre-modern-baseline.claim-audit.csv,7047,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-010-pre-modern-baseline.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-010-pre-modern-baseline.paper-grade.html,10293,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-010-pre-modern-baseline.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-010-pre-modern-baseline\HTML\MDA-010-pre-modern-baseline.paper-grade.html,10293,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-010-pre-modern-baseline.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-010-pre-modern-baseline\JSON\MDA-010-pre-modern-baseline.paper-grade.json,39809,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-010-pre-modern-baseline.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-010-pre-modern-baseline\LOSSLESS_SUMMARY\MDA-010-pre-modern-baseline.lossless-summary.md,36650,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-010-pre-modern-baseline.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-010-pre-modern-baseline\HTML\MDA-010-pre-modern-baseline.paper-grade-dashboard.html,13054,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-010-pre-modern-baseline.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-010-pre-modern-baseline\EXCEL\MDA-010-pre-modern-baseline.paper-grade.review.xlsx,17273,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-010-pre-modern-baseline.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-010-pre-modern-baseline\MARKDOWN\MDA-010-pre-modern-baseline.paper-grade.md,5744,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-010-pre-modern-baseline.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-010-pre-modern-baseline\EXCEL\MDA-010-pre-modern-baseline.paper-grade.xlsx,12476,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-011-collective-security-1930.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-011-collective-security-1930\CLAIMS\MDA-011-collective-security-1930.claim-audit.csv,1887,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-011-collective-security-1930.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-011-collective-security-1930.paper-grade.html,6967,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-011-collective-security-1930.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-011-collective-security-1930\HTML\MDA-011-collective-security-1930.paper-grade.html,6967,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-011-collective-security-1930.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-011-collective-security-1930\JSON\MDA-011-collective-security-1930.paper-grade.json,18726,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-011-collective-security-1930.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-011-collective-security-1930\LOSSLESS_SUMMARY\MDA-011-collective-security-1930.lossless-summary.md,16099,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-011-collective-security-1930.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-011-collective-security-1930\HTML\MDA-011-collective-security-1930.paper-grade-dashboard.html,9326,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-011-collective-security-1930.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-011-collective-security-1930\EXCEL\MDA-011-collective-security-1930.paper-grade.review.xlsx,14686,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-011-collective-security-1930.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-011-collective-security-1930\MARKDOWN\MDA-011-collective-security-1930.paper-grade.md,1674,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-011-collective-security-1930.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-011-collective-security-1930\EXCEL\MDA-011-collective-security-1930.paper-grade.xlsx,9921,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-012-william-1950.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-012-william-1950\CLAIMS\MDA-012-william-1950.claim-audit.csv,5027,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-012-william-1950.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-012-william-1950.paper-grade.html,8576,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-012-william-1950.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-012-william-1950\HTML\MDA-012-william-1950.paper-grade.html,8576,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-012-william-1950.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-012-william-1950\JSON\MDA-012-william-1950.paper-grade.json,32283,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-012-william-1950.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-012-william-1950\LOSSLESS_SUMMARY\MDA-012-william-1950.lossless-summary.md,27571,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-012-william-1950.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-012-william-1950\HTML\MDA-012-william-1950.paper-grade-dashboard.html,11267,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-012-william-1950.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-012-william-1950\EXCEL\MDA-012-william-1950.paper-grade.review.xlsx,14889,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-012-william-1950.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-012-william-1950\MARKDOWN\MDA-012-william-1950.paper-grade.md,3905,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-012-william-1950.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-012-william-1950\EXCEL\MDA-012-william-1950.paper-grade.xlsx,10075,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-013-peak-coherence-1940.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-013-peak-coherence-1940\CLAIMS\MDA-013-peak-coherence-1940.claim-audit.csv,4987,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-013-peak-coherence-1940.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-013-peak-coherence-1940.paper-grade.html,8602,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-013-peak-coherence-1940.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-013-peak-coherence-1940\HTML\MDA-013-peak-coherence-1940.paper-grade.html,8602,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-013-peak-coherence-1940.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-013-peak-coherence-1940\JSON\MDA-013-peak-coherence-1940.paper-grade.json,25691,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-013-peak-coherence-1940.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-013-peak-coherence-1940\LOSSLESS_SUMMARY\MDA-013-peak-coherence-1940.lossless-summary.md,23059,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-013-peak-coherence-1940.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-013-peak-coherence-1940\HTML\MDA-013-peak-coherence-1940.paper-grade-dashboard.html,11256,rendered
